# MoMo RefID glossary v2026-05-18 (2827 unique refids)
# Source: materials/MoMo RefID update 18 May 26.xlsx (team Product, updated mỗi đợt release)
# Format: name<TAB>refid, sorted ASC by refid
# Lookup patterns (see Rule 1.8 in guardrail):
#   Validate exists:  awk -F"	" -v r="<refid>" '$2==r{ok=1;exit} END{exit !ok}' refid-glossary.tsv
#   Get name:         awk -F"	" -v r="<refid>" '$2==r{print $1}' refid-glossary.tsv
#   Search by name:   grep -i "<keyword>" refid-glossary.tsv
name	refid
Chung cư Quốc Cường Gia Lai	thu_ho_chungcu_quoccuonggialai
Chung cư Sài Gòn Mới	thu_ho_chungcu_saigonmoi
Chung cư Thuỷ Lợi	thu_ho_chungcu_thuyloi
Chung cư V-STAR	thu_ho_chungcu_vstar
Chung cư A15	thu_ho_m4bcca15
Chung cư Big Tower	thu_ho_m4bccbigtower
Chung cư Ehome Đông Sài Gòn	thu_ho_m4bccehomesaigon
Cụm chung cư Linh Đàm Nơ 7B	thu_ho_m4bcclinhdam7b
Cụm chung cư Linh Đàm CT2	thu_ho_m4bcclinhdamct2
Chung cư Linh Đàm Tòa CT3C	thu_ho_m4bcclinhdamct3c
Chung cư Linh Đàm CT4C	thu_ho_m4bcclinhdamct4c
Chung cư Sông Đà - Hà Đông	thu_ho_m4bccsongda
Chung cư CT5AB - Văn Khê	thu_ho_m4bccvankhect5b
Chung cư Phú Mỹ	thu_ho_momo2pk620201116
Chung cư Euroland	thu_ho_momo2vyx20201208
Tòa CT1B khu đô thị Tân Tây Đô	thu_ho_momo7bk120201127
Nước T.H.T	thu_ho_momofa8820200609
Chung Cư TOPAZ CITY	thu_ho_momogiba20201210
Chung cư Mỹ Khánh	thu_ho_momoldyq20201207
Chung cư Saigonres	thu_ho_momomzkk20201208
Chung cư Greenpark	thu_ho_momookbm20201208
Chung cư VTC	thu_ho_momoqcud20201207
Chung cư Mỹ Phước	thu_ho_momowlfv20201207
Chung cư HAUSNEO	thu_ho_momowqwr20201210
Nước HUDS	thu_ho_momoy5la20200615
Thu hộ Nest Home	thu_ho_nesthome
Nước sạch Nam Hà Nội	thu_ho_nuocsach_namhanoi
Nước sạch VTS (Hà Nội)	thu_ho_vts
Nước Thủ Thừa - Long An	thuthua_water
Truyền hình Phương Nam	thvl_tv
Nước Tân Hòa	thwater
Nước Tiền Giang	tiengiang_water
Chi Tiết Đơn Mua	tigger_buyer_order_detail
Đơn Mua	tigger_buyer_view
List Reason Dispute	tigger_list_reason_dispute
Chi tiết yêu cầu	tigger_request_detail
Đăng Ký Bán Hàng Online	tigger_singup
tigger_user_guide	tigger_user_guide
Đối tác MoMo	titan_order_qr
Nạp tiền xe đạp TNGo	tngo_topup
Dùng thêm tài khoản/thẻ	toggle_all_sources_popup
Liên kết Ví Momo	token_binding
Chi tiết dịch vụ liên kết	token_binding_detail
Dịch vụ liên kết	token_binding_dvlk
TokenDetail	token_detail
toolkit	toolkit_config
Nạp tiền	topbar_cashin
Rút tiền	topbar_cashout
Nhận tiền	topbar_myqrcode
QR Thanh toán	topbar_paymentcode
Quét mã	topbar_scancode
Nạp Data iTel	topup_data_itel
Nạp Data Local	topup_data_local
Nạp data MobiFone	topup_data_mobi
Nạp Data Saymee	topup_data_saymee
Nạp Data Viettel	topup_data_viettel
Nạp Data Vinaphone	topup_data_vina
Trả trước Gmobile	topup_gmobile
Trả trước iTel	topup_itel
Trả trước Local	topup_local
Trả trước MobiFone	topup_mobifone
Trả trước Wintel	topup_reddi
Trả trước Saymee	topup_saymee
Trả trước Vietnamobile	topup_vietnamobile
Trả trước Viettel	topup_viettel
Trả trước Vinaphone	topup_vinaphone
Tra cứu phạt nguội	tra_cuu_phat_nguoi
Trans Detail Widget Airline	trans_detail_widget_airline
Trans Detail Widget Bank	trans_detail_widget_bank
Trans Detail Widget Billpay	trans_detail_widget_billpay
Trans Detail Widget Bus	trans_detail_widget_bus
Widget Truy thu Hoàn tiền	trans_detail_widget_caishen_reclaim
Trans Detail Widget Cinema	trans_detail_widget_cinema
Trans Detail Widget Citybus	trans_detail_widget_citybus
Trans Detail Widget Credit Newton	trans_detail_widget_credit_newton
Trans Detail Widget Credit Paylater New	trans_detail_widget_credit_paylater_new
Trans Detail Widget Cvs Fund	trans_detail_widget_cvs_fund
Trans Detail Widget Edu	trans_detail_widget_edu
Trans Detail Widget Experiences	trans_detail_widget_experiences
Trans Detail Widget Finance	trans_detail_widget_finance
Trans Detail Widget Finance Remittance	trans_detail_widget_finance_remittance
Trans Detail Widget Flight	trans_detail_widget_flight
Trans Detail Widget Groupfund	trans_detail_widget_groupfund
Trans Detail Widget Healthcenter	trans_detail_widget_healthcenter
Trans Detail Widget Hotel	trans_detail_widget_hotel
Trans Detail Widget Ins Car Damage	trans_detail_widget_ins_car_damage
Trans Detail Widget Ins Collection	trans_detail_widget_ins_collection
Trans Detail Widget Ins Critical Illness	trans_detail_widget_ins_critical_illness
Trans Detail Widget Ins Marketplace	trans_detail_widget_ins_marketplace
Trans Detail Widget Ins Medical Social	trans_detail_widget_ins_medical_social
Trans Detail Widget Ins Social Medical	trans_detail_widget_ins_social_medical
Trans Detail Widget Investment	trans_detail_widget_investment
Trans Detail Widget Investmentplatform	trans_detail_widget_investmentplatform
Trans Detail Widget Lending Platform	trans_detail_widget_lending_platform
Trans Detail Widget Medicarehub	trans_detail_widget_medicarehub
Trans Detail Widget Merchanttemplate	trans_detail_widget_merchanttemplate
Trans Detail Widget Miniapp 8TZb9qBBnwSFqmTap1vw Mmtd	trans_detail_widget_miniapp_8TZb9qBBnwSFqmTap1vw_mmtd
Trans Detail Widget Mobilecenter	trans_detail_widget_mobilecenter
Trans Detail Widget Paylaterverse	trans_detail_widget_paylaterverse
Trans Detail Widget Paymentoffline	trans_detail_widget_paymentoffline
Trans Detail Widget Paymentsdk	trans_detail_widget_paymentsdk
Trans Detail Widget Publicservice	trans_detail_widget_publicservice
Trans Detail Widget Train	trans_detail_widget_train
Trans Detail Widget Transfer	trans_detail_widget_transfer
Trans Detail Widget Transport	trans_detail_widget_transport
Trans Detail Widget Transportcenter	trans_detail_widget_transportcenter
Trans Detail Widget Travel	trans_detail_widget_travel
Trans Detail Widget User Investment	trans_detail_widget_user_investment
Trans Detail Widget Waterbus	trans_detail_widget_waterbus
Trans Result Widget Airline	trans_result_widget_airline
Trans Result Widget Bank	trans_result_widget_bank
Trans Result Widget Billpay	trans_result_widget_billpay
Trans Result Widget Bus	trans_result_widget_bus
Trans Result Widget Cinema	trans_result_widget_cinema
Trans Result Widget Citybus	trans_result_widget_citybus
Trans Result Widget Credit Newton	trans_result_widget_credit_newton
Trans Result Widget Cvs Fund	trans_result_widget_cvs_fund
Trans Result Widget Edu	trans_result_widget_edu
Trans Result Widget Experiences	trans_result_widget_experiences
Trans Result Widget Finance	trans_result_widget_finance
Trans Result Widget Finance Remittance	trans_result_widget_finance_remittance
Trans Result Widget Flight	trans_result_widget_flight
Trans Result Widget Healthcenter	trans_result_widget_healthcenter
Trans Result Widget Hotel	trans_result_widget_hotel
Trans Result Widget Ins Car Damage	trans_result_widget_ins_car_damage
Trans Result Widget Ins Collection	trans_result_widget_ins_collection
Trans Result Widget Ins Critical Illness	trans_result_widget_ins_critical_illness
Trans Result Widget Ins Marketplace	trans_result_widget_ins_marketplace
Trans Result Widget Ins Medical Social	trans_result_widget_ins_medical_social
Trans Result Widget Ins Social Medical	trans_result_widget_ins_social_medical
Trans Result Widget Investment	trans_result_widget_investment
Trans Result Widget Investmentplatform	trans_result_widget_investmentplatform
Trans Result Widget Lending Platform	trans_result_widget_lending_platform
Trans Result Widget Medicarehub	trans_result_widget_medicarehub
Trans Result Widget Mobilecenter	trans_result_widget_mobilecenter
Trans Result Widget Paylaterverse	trans_result_widget_paylaterverse
Trans Result Widget Paymentoffline	trans_result_widget_paymentoffline
Trans Result Widget Paymentsdk	trans_result_widget_paymentsdk
Trans Result Widget Publicservice	trans_result_widget_publicservice
Trans Result Widget Stock	trans_result_widget_stock
Trans Result Widget Train	trans_result_widget_train
Trans Result Widget Transport	trans_result_widget_transport
Trans Result Widget Transportcenter	trans_result_widget_transportcenter
Trans Result Widget Travel	trans_result_widget_travel
Trans Result Widget Waterbus	trans_result_widget_waterbus
Kiểm tra giao dịch	transaction_check
Chi tiết giao dịch	transaction_detail
Lịch Sử Giao Dịch	transaction_history
Lịch sử giao dịch	transaction_history_config
Lịch sử giao dịch	transaction_history_custom_api
Chi tiết giao dịch	transaction_history_detail
Chi tiết giao dịch	transaction_history_detail_widget
Bộ lọc	transaction_history_filter
Transaction History Helpcenter	transaction_history_helpcenter
Lịch sử giao dịch	transaction_history_map_name
Lịch sử giao dịch	transaction_history_shared_new
Thống kê giao dịch	transaction_history_statistics_new
Kết Quả Giao Dịch	transaction_result
KQGD config	transaction_result_config
Xử lý giao dịch	transaction_result_loading
Kết quả giao dịch	transaction_result_native
Kết Quả Giao Dịch	transaction_result_revamp
Kết quả giao dịch	transaction_result_revamp_native
Tra cứu giao dịch nộp tiền	transaction_status
Quản lý giao dịch - Đối tác MoMo	transactions_merchant_template
Chia sẻ Chuyển tiền Loyalty	transfer_loyalty_share_bottom_sheet
Gửi tiền mừng	transfer_lucky_money
Gửi thiệp mừng cưới	transfer_lucky_money_birthday
Gửi thiệp	transfer_luckymoney_2025
Danh bạ chuyển tiền mừng	transfer_luckymoney_contact
Góp quỹ	transfer_moneypool
Chuyển tiền	transfer_p2p
Chuyển tiền yêu cầu rút quỹ	transfer_p2p_fund_request
Nhận lì xì trực tiếp	transfer_p2p_luckymoney
Kết quả tạo link lì xì p2p	transfer_p2p_luckymoney_link_result
Chuyển tiền mừng	transfer_p2p_send_lucky_money
Transfer Payment Result Widget	transfer_payment_result_widget
Nhận tiền	transfer_received_detail
Chuyển tiền thông minh	transfer_setting
Chia tiền	transfer_split_bill
Tặng quà	transfer_voucher
Chuyển tiền mặt	transfer_w2c
Transport Center Config	transport_center_config
Cornerstone	transport_cornerstone
Transportcenter config widget	transportcenter_config_widget
Du lịch quốc tế	travel_international
Travel Platform	travel_platform
Airline GDS	travel_port_1g
Đặt phòng Traveloka	traveloka_landing_page
Quản lý đặt phòng Traveloka	traveloka_manager
Chọn phòng khách sạn	traveloka_select_room
Mua SIM du lịch	travelsim
Nước Trà Vinh	travinh_water
Bảo Vệ Đảo	trust
Trust Account - Security Center	trust_contacts
Trusted Contacts - Security Center	trusted_contacts
Trusted Locations - Security Center	trusted_locations
Chung cư Belleza	ttc_land_belleza
Chung cư Carillon 3	ttc_land_carillon3
Chung cư Carillon 5	ttc_land_carillon5
Chung cư Carillon 7	ttc_land_carillon7
Chung cư Jamona city	ttc_land_jamonacity
Khu dân cư Jamona Golden Silk	ttc_land_jamonagoldensilk
Chung cư Jamona Height	ttc_land_jamonaheight
Khu dân cư Jamona Home Resort	ttc_land_jamonaresort
Chung cư Charmington LaPointe	ttc_land_lapointe
Chung cư Melody Residence	ttc_land_melody_residences
Chung cư Moonlight Residences	ttc_land_moonlight_residences
Chung cư Sunview Town	ttc_land_sunview
Tra cứu phạt nguội	ttdk_traffic_violation
Tích Đầy Tem - Nhận Lộc Phát	ttt_tem_1122
Hướng dẫn cài đặt sao chép và dán	tutorial_setting_p2p
Nước sạch Tuyên Quang	tuyenquang_water
Nước Tuy Phong Bình Thuận	tuyphong_water
Đấu Trường MoMo	twinkle_02
Sim Vật Lí Gohub	uSimTravel
Trường Đại Học Kinh tế - Luật	uel_fees
UI KITS	uikits
Ủi Ủi Euro	uiui-euro24
Ủi Ủi Lắc Xì 2025	uiui-lacxi2025
Ủi Ủi	uiui_social
Ủi Ủi	uiui_social_search
Ủi Ủi	uiui_social_v2
Huỷ liên kết	unlink_binding
Mở khoá Ví	unlock_wallet
Huỷ liên kết tài khoản	unmap_retain_churn_user
Hủy đăng ký số dư	unsubscription_balance
Cập nhật số tài khoản	update_bank_info
Nâng cấp tài khoản	upgrade_pre_bpu
Đối tác MoMo - Nâng cấp tài khoản	upgrade_pre_bpu_full_thread
Tài Khoản	user_profile_ota
Học Phí Ưu Việt	uuviet_school
Bệnh viện Đa Khoa Vạn Hạnh	vanhanh_web_payment
Nước Vạn Ninh	vanninh_water
Bảo hiểm du lịch quốc tế	vbi_international_travel
Bảo hiểm du lịch nội địa	vbi_local_travel
Bảo hiểm nhà tư nhân	vbi_personal_safety
Bảo hiểm tai nạn con người	vbi_private_travel
Mua vé tàu hỏa	vetauhoa_landing_page
Chọn chuyến tàu	vetauhoa_select_ticket
Mua vé xe khách	vexere_landing_page
Chọn chuyến xe	vexere_select_ticket
CALL CENTER	video_call
Nước Việt Đức	vietduc_water
Mua vé VietJet Air	vietjet
vietjet_flik	vietjet_flik
MYB Change flight widget	vietjet_myb_changeflight
Vietlott SMS	vietlott_sms
Vietmap	vietmap
Viettel Telecom	viettel
Lắp đặt Internet Viettel	viettel_internet_install
Cước trả sau Viettel	viettel_trasau
Gói cước trả trước Viettel	viettel_tratruoc
Viettel trả sau	vietteltrasau
Đóng cước trước Viettel Trả sau	vietteltrasau_prepaid
Nước sạch Việt Thanh	vietthanh_water
Khám phá ưu đãi	view_all_vouchers
Điều khoản	view_html
Vinaphone trả sau	vinahcm
Nạp thẻ VinaID	vinaid
Học phí VinaID	vinaid_school_fee
Nạp Vinasun trả trước	vinasun_topup
Nước Vĩnh Long	vinhlong_water
CTCP nước sạch Vĩnh Phúc	vinhphuc_water
Cấp thoát nước số 1 Vĩnh Phúc	vinhphucso1_water
Thực tập sinh đầu tư	virtual_trading_center
Vishnu Permission Hub	vishnu_permission_hub
Nước Viwaco (Hà Nội)	viwaco
Cố Vấn Phong Thuỷ	vn.fincheck.phongthuy
Cố Vấn Phong Thuỷ	vn.fincheck.phongthuy_disclaimer
Thuê xe	vn.mioto.mioto
Thuê xe	vn.mioto.mioto_clone
Huawei	vn.momo.huawei
Quản lý danh mục Thu mua hộ	vn.momo.trongnhangoaipho
7-Eleven	vn.ssv.7-elevenloyalty
7-Eleven	vn.ssv.7-elevenloyalty_disclaimer
TASTY Kitchen	vn.tastykitchen.tastykitchenmini
Mua vé Vietnam Airlines	vna
Thanh toán đổi vé Vietnam Airlines	vna_addins
Thu thêm	vna_additional_collection
Thanh toán vé trả sau Vietnam Airlines	vna_paylater_app
VNA trả sau web	vna_paylater_web
Thanh toán vé trả sau Vietnam Airlines	vnapaylater
FiberVNN	vnnfiber
VNPay Petrolimex	vnpay_petrolimex
Thanh toán xăng dầu petrolimex	vnpay_petrolimex_new
VNPT Bình Thuận	vnpt_binh_thua
VNPT Đà Nẵng	vnpt_danang
Viễn thông VNPT	vnpt_hcm
VNPT Toàn Quốc	vnpt_toan_quoc
Địa điểm áp dụng	voucher_apply_location
Quà đã áp dụng	voucher_code_applied
Chi tiết quà tặng	voucher_detail
Chi tiết quà tặng	voucher_gift_type
Chọn dịch vụ dùng quà tặng	vouchers_folder
Chọn dịch vụ dùng quà tặng	vouchers_folder_service
Học phí V-School	vschool
VTC Truyền hình số	vtc_ths
Tích tem gom quà - Chạy đà Siêu Sale 11.11 cùng Ví Trả Sau	vts_tem_1022
Tích lũy hóa đơn - Gom trứng hứng nửa tỷ	vtti_tem_0822
Săn thẻ - Đón hoàn tiền	vtti_tem_0922
Chung cư Lavila	vttilavita
Giao hội phật giáo VN config	vttiphatgiaovn_qr
VTVgo	vtv_go_payment
Truyền hình VTVcab	vtvcab
Truyền hình VTVcab ON	vtvcab_on
Truyền hình VTVcab ON TranHis Widget	vtvcab_on_v3
Hiển thị bottom sheet đặt tên gợi nhớ	w2b_alias_bottomsheet
Chuyển tiền ngân hàng config capset	w2b_config_capset
Chuyển tiền ngân hàng	w2b_create_template_bts
Chuyển tiền ngân hàng	w2b_edit_nickname_bts
Người nhận mới	w2b_new_receiver
Bottom Sheet Tuỳ chọn W2B	w2b_option_bottomsheet
Chuyển Tiền Ngân Hàng	w2b_option_bottomsheet_v2
Lưu tài khoản ngân hàng	w2b_save_input_contact
Chuyển thêm	w2b_transfer_more_bts
Đặt lịch nhắc chuyển tiền	w2b_transfer_reminder_bts
Xác Thực Giao Dịch	wait_otp_bank_in_app
Đi bộ cùng MoMo	walking
Đi bộ cùng MoMo	walking_event_detail
Đi bộ cùng MoMo	walking_section_event
Đi Bộ New	walking_temp
Đi bộ cùng MoMo	walking_wl
Bảo hiểm an toàn ví	wallet_safety_insurance
Cài hình nền QR	wallpapers_p2p_qrcode
Cài đặt hình nền QR	wallpapers_p2p_qrcode_detail
Nước Hồ Chí Minh	water_hcm
Nước Hà Nội	water_hn
web	web
Đại thần tài (config)	web_daithantai
Nạp thẻ Napas Nhận quà	web_promo_napas_cashin
Tuần lễ vàng	web_referral_hot
web in app	web_token
WebHub	webconfig
2048	webgame_2048_planet
Web App Token	webinapptoken
Vòng Quay "Chill" Tài	wheel_100
UỐNG NESCAFÉ - SĂN NGAY VÉ Y CONCERT	wheel_101
Game Men's Day	wheel_102
Vòng Quay Siêu Cấp Promax Premium	wheel_103
Vòng quay Chill Tài - 100% nhận xu	wheel_104
Vòng quay Heo Đất Tri Ân 2026	wheel_105
Vòng Phát Tài	wheel_106
Vòng Quay Ting Ting Phát Lộc	wheel_107
Vòng quay Chill Tài	wheel_108
Budweiser Ontrade	wheel_16
Vòng quay săn quà Doraemon	wheel_17
Vòng quay Facebook	wheel_18
Lucky Wheel	wheel_28
Vòng quay hoàn tiền 888.888đ	wheel_29
Vòng quay Tri ân 09.09	wheel_30
Vòng quay Tri ân	wheel_31
Vòng quay Tri ân 11.11	wheel_36
Vòng quay Tri ân	wheel_39
Vòng quay tri ân 01.01	wheel_40
Trạm Sạc Data	wheel_42
Vòng quay Tri ân 03.03	wheel_43
Vòng quay tri ân	wheel_44
Vòng quay Tri ân	wheel_46
Vòng quay Tri ân 05.05	wheel_47
Vòng quay Tri ân	wheel_48
Vòng quay Tri ân 06.06	wheel_49
Vòng quay Tri ân	wheel_50
Vòng Quay Siêu Cấp	wheel_51
Chill Passport	wheel_52
Vòng quay Tri ân 07.07	wheel_53
Vòng quay Tri ân	wheel_54
Vòng quay Tri ân 08.08	wheel_55
Vòng quay Tri ân	wheel_56
Strongbow vòng quay Chilltopia Festival	wheel_57
Vòng quay Thịnh Vượng	wheel_58
Vòng quay Tri ân 09.09	wheel_59
Vòng quay Tri ân	wheel_60
Vòng quay Tri ân 10.10	wheel_63
Vòng quay Tri ân	wheel_64
FANTA - Quà ngon nhức nách	wheel_65
VÒNG QUAY QR	wheel_66
Vòng quay Tri ân tháng 11	wheel_67
Vòng quay Tri ân tháng 12	wheel_68
1664 BLANC - BIA VỊ CHẤT MỞ BẤT NGỜ	wheel_69
Vòng quay may mắn MoMo	wheel_70
Vòng quay Tri ân tháng 1	wheel_71
Vòng quay Tri ân tháng 2	wheel_72
Vòng quay Tri ân tháng 3	wheel_73
Vòng quay Phát Tài	wheel_74
Vòng quay Tri ân tháng 4	wheel_75
Vòng quay Tri ân tháng 5	wheel_76
Vòng quay Heo Đất Tri Ân	wheel_77
Vòng Phát Tài	wheel_78
Vòng quay Sinh nhật Ví Trả Sau	wheel_79
Vòng Quay Siêu Cấp	wheel_80
Vòng quay Heo Đất Tri Ân	wheel_81
Vòng quay Conan	wheel_82
Vòng quay Heo Đất Tri Ân	wheel_83
Vòng quay 8/3 - PTSP	wheel_84
Vòng Phát Tài	wheel_85
Triệu Phú Xu	wheel_86
Vòng quay Heo Đất Tri Ân	wheel_87
Vòng Phát Tài	wheel_88
Vòng quay Heo Đất Tri Ân	wheel_89
Một vòng MoMo	wheel_90
Một vòng MoMo	wheel_91
Vòng quay Test PO	wheel_92
Vòng Quay "Chill" Tài	wheel_93
Vòng quay Heo Đất Tri Ân	wheel_94
Vòng Phát Tài	wheel_95
Vòng Quay "Chill" Tài	wheel_96
Quay thưởng Ting Ting	wheel_97
Một Vòng MoMo - Mới	wheel_98
Vòng quay Heo Đất Tri Ân	wheel_99
Budweiser Mùa Hè Sôi Động	wheel_buds_0522
Vòng quay Heo Đất Tri Ân	wheel_fpt_03
Vòng Phát Tài	wheel_fpt_04
Vòng quay chill tài	wheel_fpt_05
Quay Thưởng Ting Ting	wheel_fpt_06
Săn Quỹ Thưởng	wheel_fpt_07
wheel_fpt_08	wheel_fpt_08
Vòng quay MoMo Pha Chế	wheel_p2p
Vòng Xoay Web	wheel_web_0
Whitelist CornerStone	whitelist_cornerstone
Whitelist Device Performance	whitelist_device_performance
Cornerstone	widget_cornerstone
Rút quỹ	withdraw_moneypool
Yêu cầu rút quỹ	withdraw_request_fund_detail
MoMo Goal	world_cup_2022
Budweiser Năm Mới Khởi Sắc	wow_budweiser
Nhắc nhở quan trọng	xbannerList
xbanner_bill	xbanner_bill
XBanner Config	xbanner_bill_config
xbanner ekyc	xbanner_ekyc
xbanner_email	xbanner_email
XBanner For New User	xbanner_new_user
XBanner Noti	xbanner_noti
xbanner_promo	xbanner_promo
XBanner Remind TTAT	xbanner_remind_ttat
xbanner_suggest	xbanner_suggest
xbanner_topup	xbanner_topup
xbanner widget	xbanner_widget
Quyên góp	xu_donation
CT CP cấp nước và xây dựng Yên Bái	yenbai_water
Nước Yên Dũng	yendung_water
Nước sạch Yên Khánh	yenkhanh_water
YoYo School	yoyo_school_fee
